2024-04-14 18:23:59,730 INFO    Thread-11 (_run_job):97491 [wandb_setup.py:_flush():76] Current SDK version is 0.15.12
2024-04-14 18:23:59,731 INFO    Thread-11 (_run_job):97491 [wandb_setup.py:_flush():76] Configure stats pid to 97491
2024-04-14 18:23:59,731 INFO    Thread-11 (_run_job):97491 [wandb_setup.py:_flush():76] Loading settings from /Users/xunyijiang/.config/wandb/settings
2024-04-14 18:23:59,731 INFO    Thread-11 (_run_job):97491 [wandb_setup.py:_flush():76] Loading settings from /Users/xunyijiang/Documents/StudyMaterials/2024Spring/AI planning/Project/RLProjectCode/GitHub/AIPlanningProject/wandb/settings
2024-04-14 18:23:59,731 INFO    Thread-11 (_run_job):97491 [wandb_setup.py:_flush():76] Loading settings from environment variables: {'project': 'AIPlanningProject', 'entity': 'nus-wing', 'root_dir': '/Users/xunyijiang/Documents/StudyMaterials/2024Spring/AI planning/Project/RLProjectCode/GitHub/AIPlanningProject', 'run_id': '8zir73mf', 'sweep_param_path': '/Users/xunyijiang/Documents/StudyMaterials/2024Spring/AI planning/Project/RLProjectCode/GitHub/AIPlanningProject/wandb/sweep-71aj2irt/config-8zir73mf.yaml', 'sweep_id': '71aj2irt'}
2024-04-14 18:23:59,731 INFO    Thread-11 (_run_job):97491 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2024-04-14 18:23:59,731 INFO    Thread-11 (_run_job):97491 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program_relpath': 'src/training/dqn_training.py', 'program_abspath': '/Users/xunyijiang/Documents/StudyMaterials/2024Spring/AI planning/Project/RLProjectCode/GitHub/AIPlanningProject/src/training/dqn_training.py', 'program': '/Users/xunyijiang/Documents/StudyMaterials/2024Spring/AI planning/Project/RLProjectCode/GitHub/AIPlanningProject/src/training/dqn_training.py'}
2024-04-14 18:23:59,731 INFO    Thread-11 (_run_job):97491 [wandb_init.py:_log_setup():528] Logging user logs to /Users/xunyijiang/Documents/StudyMaterials/2024Spring/AI planning/Project/RLProjectCode/GitHub/AIPlanningProject/wandb/run-20240414_182359-8zir73mf/logs/debug.log
2024-04-14 18:23:59,731 INFO    Thread-11 (_run_job):97491 [wandb_init.py:_log_setup():529] Logging internal logs to /Users/xunyijiang/Documents/StudyMaterials/2024Spring/AI planning/Project/RLProjectCode/GitHub/AIPlanningProject/wandb/run-20240414_182359-8zir73mf/logs/debug-internal.log
2024-04-14 18:23:59,732 INFO    Thread-11 (_run_job):97491 [wandb_init.py:init():568] calling init triggers
2024-04-14 18:23:59,732 INFO    Thread-11 (_run_job):97491 [wandb_init.py:init():575] wandb.init called with sweep_config: {'algorithm': 'dqn', 'batch_size': 128, 'cuda': '', 'debug': False, 'discount_factor': 0.9, 'env': 'limit-holdem', 'eps_start': 1, 'evaluate_every': 100, 'learning_rate': 0.0001, 'log_dir': 'src/results/limited_holdem_results/test1', 'mlp_layers': [32, 32], 'num_episodes': 5000, 'num_eval_games': 2000, 'num_players': 3, 'seed': 42, 'train_every': 1, 'update_target_estimator_every': 1000}
